R_Fighter,R_KD,R_Sub. att,R_Rev.,R_Ctrl,B_Fighter,B_KD,B_Sub. att,B_Rev.,B_Ctrl,Winner,Division,Title_Bout,Event,Method,Round,Time,Date,Location,R_Sig. str._Landed,R_Sig. str._Attempted,R_Total str._Landed,R_Total str._Attempted,R_Td_Landed,R_Td_Attempted,R_Head_Landed,R_Head_Attempted,R_Body_Landed,R_Body_Attempted,R_Leg_Landed,R_Leg_Attempted,R_Distance_Landed,R_Distance_Attempted,R_Clinch_Landed,R_Clinch_Attempted,R_Ground_Landed,R_Ground_Attempted,B_Sig. str._Landed,B_Sig. str._Attempted,B_Total str._Landed,B_Total str._Attempted,B_Td_Landed,B_Td_Attempted,B_Head_Landed,B_Head_Attempted,B_Body_Landed,B_Body_Attempted,B_Leg_Landed,B_Leg_Attempted,B_Distance_Landed,B_Distance_Attempted,B_Clinch_Landed,B_Clinch_Attempted,B_Ground_Landed,B_Ground_Attempted
Rory Singer,0,1,0,0.0,Ross Pointon,1,0,0,0.33,Red,Middleweight,0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Submission,1,0:44,2006-06-24,"Las Vegas, Nevada, USA",2.0,4.0,2.0,4.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,20.0,7.0,23.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,1.0,4.0,18.0,0.0,0.0,0.0,2.0
Kalib Starnes,0,1,0,1.6800000000000002,Danny Abbadi,0,0,0,0.0,Red,Middleweight,0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Submission,1,2:56,2006-06-24,"Las Vegas, Nevada, USA",21.0,29.0,25.0,33.0,1.0,2.0,10.0,17.0,11.0,12.0,0.0,0.0,2.0,5.0,5.0,5.0,14.0,19.0,3.0,9.0,6.0,12.0,0.0,0.0,2.0,8.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,4.0,0.0,0.0
Luigi Fioravanti,1,0,1,0.78,Solomon Hutcherson,0,0,1,1.65,Red,Middleweight,0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,KO/TKO,1,4:15,2006-06-24,"Las Vegas, Nevada, USA",11.0,31.0,19.0,41.0,1.0,1.0,7.0,22.0,3.0,7.0,1.0,2.0,4.0,12.0,5.0,17.0,2.0,2.0,11.0,28.0,25.0,44.0,1.0,1.0,5.0,18.0,5.0,9.0,1.0,1.0,5.0,17.0,6.0,11.0,0.0,0.0
Matt Hamill,0,0,0,2.92,Jesse Forbes,0,0,0,0.0,Red,Light Heavyweight,0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,KO/TKO,1,4:47,2006-06-24,"Las Vegas, Nevada, USA",33.0,48.0,93.0,117.0,1.0,1.0,30.0,45.0,1.0,1.0,2.0,2.0,9.0,18.0,16.0,19.0,8.0,11.0,9.0,21.0,16.0,28.0,0.0,0.0,4.0,15.0,3.0,4.0,2.0,2.0,8.0,19.0,1.0,2.0,0.0,0.0
Mike Nickels,0,1,0,2.6,Wes Combs,0,0,0,0.02,Red,Light Heavyweight,0,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Submission,1,3:10,2006-06-24,"Las Vegas, Nevada, USA",22.0,37.0,41.0,56.0,3.0,3.0,12.0,23.0,10.0,14.0,0.0,0.0,1.0,4.0,8.0,14.0,13.0,19.0,4.0,12.0,17.0,32.0,0.0,0.0,3.0,9.0,0.0,2.0,1.0,1.0,2.0,7.0,2.0,5.0,0.0,0.0
Matt Hughes,0,1,0,3.43,Royce Gracie,0,0,0,0.0,Red,Catch Weight,0,UFC 60: Hughes vs Gracie,KO/TKO,1,4:39,2006-05-27,"Los Angeles, California, USA",32.0,40.0,33.0,41.0,1.0,1.0,22.0,29.0,8.0,9.0,2.0,2.0,3.0,4.0,1.0,1.0,28.0,35.0,7.0,11.0,14.0,18.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,6.0,5.0,8.0,2.0,3.0,0.0,0.0
Dean Lister,0,2,0,0.0,Alessio Sakara,0,0,0,1.83,Red,Light Heavyweight,0,UFC 60: Hughes vs Gracie,Submission,1,2:20,2006-05-27,"Los Angeles, California, USA",1.0,2.0,6.0,8.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
Diego Sanchez,0,0,0,4.37,John Alessio,0,1,0,0.0,Red,Welterweight,0,UFC 60: Hughes vs Gracie,Decision - Unanimous,3,5:00,2006-05-27,"Los Angeles, California, USA",9.0,67.0,25.0,87.0,1.0,16.0,8.0,62.0,1.0,5.0,0.0,0.0,7.0,64.0,2.0,3.0,0.0,0.0,17.0,57.0,23.0,63.0,0.0,0.0,15.0,54.0,0.0,1.0,2.0,2.0,16.0,55.0,1.0,2.0,0.0,0.0
Brandon Vera,0,1,0,0.0,Assuerio Silva,0,0,0,0.58,Red,Heavyweight,0,UFC 60: Hughes vs Gracie,Submission,1,2:39,2006-05-27,"Los Angeles, California, USA",8.0,29.0,8.0,29.0,0.0,0.0,3.0,19.0,2.0,6.0,3.0,4.0,8.0,29.0,0.0,0.0,0.0,0.0,9.0,17.0,11.0,19.0,1.0,1.0,1.0,9.0,5.0,5.0,3.0,3.0,6.0,14.0,1.0,1.0,2.0,2.0
Mike Swick,0,1,0,0.17,Joe Riggs,0,0,0,0.45,Red,Middleweight,0,UFC 60: Hughes vs Gracie,Submission,1,2:19,2006-05-27,"Los Angeles, California, USA",5.0,12.0,6.0,13.0,0.0,0.0,1.0,7.0,2.0,2.0,2.0,3.0,2.0,9.0,3.0,3.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0
Jeremy Horn,0,4,0,0.0,Chael Sonnen,0,0,0,5.78,Red,Middleweight,0,UFC 60: Hughes vs Gracie,Submission,2,1:17,2006-05-27,"Los Angeles, California, USA",3.0,5.0,5.0,7.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,6.0,18.0,34.0,52.0,3.0,3.0,5.0,17.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,16.0
Spencer Fisher,1,0,0,1.97,Matt Wiman,0,4,0,3.4,Red,Lightweight,0,UFC 60: Hughes vs Gracie,KO/TKO,2,1:43,2006-05-27,"Los Angeles, California, USA",27.0,39.0,44.0,58.0,0.0,0.0,10.0,20.0,12.0,13.0,5.0,6.0,6.0,9.0,14.0,19.0,7.0,11.0,10.0,19.0,29.0,42.0,1.0,4.0,7.0,14.0,2.0,4.0,1.0,1.0,1.0,8.0,4.0,5.0,5.0,6.0
Gabriel Gonzaga,1,0,0,2.38,Fabiano Scherner,0,0,1,0.63,Red,Heavyweight,0,UFC 60: Hughes vs Gracie,KO/TKO,2,0:24,2006-05-27,"Los Angeles, California, USA",16.0,30.0,34.0,50.0,3.0,4.0,11.0,25.0,3.0,3.0,2.0,2.0,8.0,19.0,4.0,4.0,4.0,7.0,8.0,25.0,24.0,41.0,0.0,1.0,6.0,20.0,2.0,5.0,0.0,0.0,5.0,14.0,3.0,10.0,0.0,1.0
Melvin Guillard,1,0,0,0.03,Rick Davis,0,0,0,0.0,Red,Lightweight,0,UFC 60: Hughes vs Gracie,KO/TKO,1,1:37,2006-05-27,"Los Angeles, California, USA",10.0,28.0,10.0,28.0,0.0,0.0,7.0,24.0,2.0,2.0,1.0,2.0,6.0,20.0,4.0,8.0,0.0,0.0,5.0,10.0,5.0,10.0,0.0,0.0,2.0,3.0,2.0,5.0,1.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0
Tim Sylvia,1,0,0,0.07,Andrei Arlovski,1,0,0,0.12,Red,Heavyweight,1,UFC 59: Reality Check,KO/TKO,1,2:43,2006-04-15,"Anaheim, California, USA",13.0,30.0,13.0,30.0,0.0,0.0,13.0,30.0,0.0,0.0,0.0,0.0,7.0,24.0,0.0,0.0,6.0,6.0,11.0,24.0,12.0,26.0,0.0,0.0,7.0,18.0,3.0,5.0,1.0,1.0,9.0,20.0,2.0,4.0,0.0,0.0
Sean Sherk,0,0,1,3.7800000000000002,Nick Diaz,0,3,1,1.38,Red,Welterweight,0,UFC 59: Reality Check,Decision - Unanimous,3,5:00,2006-04-15,"Anaheim, California, USA",39.0,155.0,80.0,198.0,2.0,19.0,30.0,146.0,5.0,5.0,4.0,4.0,17.0,90.0,22.0,65.0,0.0,0.0,57.0,136.0,131.0,210.0,1.0,1.0,47.0,125.0,9.0,10.0,1.0,1.0,45.0,116.0,11.0,18.0,1.0,2.0
Tito Ortiz,0,0,0,5.02,Forrest Griffin,0,0,0,0.23,Red,Light Heavyweight,0,UFC 59: Reality Check,Decision - Split,3,5:00,2006-04-15,"Anaheim, California, USA",61.0,125.0,94.0,163.0,3.0,12.0,57.0,121.0,2.0,2.0,2.0,2.0,35.0,77.0,0.0,0.0,26.0,48.0,58.0,170.0,81.0,200.0,0.0,0.0,52.0,158.0,2.0,3.0,4.0,9.0,58.0,170.0,0.0,0.0,0.0,0.0
Evan Tanner,0,2,0,2.2,Justin Levens,0,1,0,0.32,Red,Middleweight,0,UFC 59: Reality Check,Submission,1,3:14,2006-04-15,"Anaheim, California, USA",10.0,17.0,16.0,24.0,1.0,2.0,6.0,11.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,7.0,6.0,9.0,2.0,4.0,6.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0
Jeff Monson,0,0,0,6.15,Marcio Cruz,0,0,0,1.15,Red,Heavyweight,0,UFC 59: Reality Check,Decision - Split,3,5:00,2006-04-15,"Anaheim, California, USA",32.0,110.0,154.0,240.0,2.0,2.0,16.0,93.0,11.0,12.0,5.0,5.0,16.0,89.0,10.0,11.0,6.0,10.0,40.0,106.0,51.0,118.0,0.0,5.0,14.0,79.0,5.0,5.0,21.0,22.0,34.0,98.0,6.0,8.0,0.0,0.0
Karo Parisyan,0,0,0,4.05,Nick Thompson,0,0,0,0.17,Red,Welterweight,0,UFC 59: Reality Check,KO/TKO,1,4:44,2006-04-15,"Anaheim, California, USA",18.0,30.0,23.0,41.0,2.0,3.0,16.0,28.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,17.0,28.0,2.0,7.0,4.0,9.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0
David Terrell,0,2,0,1.25,Scott Smith,0,0,0,1.38,Red,Middleweight,0,UFC 59: Reality Check,Submission,1,3:08,2006-04-15,"Anaheim, California, USA",10.0,14.0,21.0,25.0,1.0,4.0,6.0,9.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,4.0,5.0,7.0,3.0,6.0,4.0,7.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0
Jason Lambert,0,0,0,2.7800000000000002,Terry Martin,0,0,0,3.58,Red,Light Heavyweight,0,UFC 59: Reality Check,KO/TKO,2,2:37,2006-04-15,"Anaheim, California, USA",31.0,39.0,66.0,75.0,0.0,2.0,16.0,24.0,9.0,9.0,6.0,6.0,0.0,6.0,17.0,18.0,14.0,15.0,15.0,26.0,29.0,41.0,1.0,4.0,6.0,17.0,1.0,1.0,8.0,8.0,2.0,7.0,9.0,14.0,4.0,5.0
Thiago Alves,1,0,0,0.2,Derrick Noble,0,0,0,0.65,Red,Welterweight,0,UFC 59: Reality Check,KO/TKO,1,2:54,2006-04-15,"Anaheim, California, USA",11.0,27.0,19.0,36.0,0.0,0.0,5.0,17.0,4.0,5.0,2.0,5.0,5.0,19.0,4.0,6.0,2.0,2.0,18.0,45.0,26.0,53.0,0.0,0.0,10.0,34.0,4.0,6.0,4.0,5.0,7.0,27.0,11.0,18.0,0.0,0.0
Stephan Bonnar,1,1,0,3.9,Keith Jardine,0,0,0,0.47,Red,Light Heavyweight,0,UFC Fight Night 4,Decision - Unanimous,3,5:00,2006-04-06,"Las Vegas, Nevada, USA",33.0,93.0,52.0,113.0,1.0,6.0,20.0,77.0,10.0,10.0,3.0,6.0,24.0,84.0,9.0,9.0,0.0,0.0,64.0,118.0,90.0,146.0,0.0,1.0,34.0,81.0,15.0,17.0,15.0,20.0,46.0,99.0,18.0,19.0,0.0,0.0
Rashad Evans,0,0,0,9.38,Sam Hoger,0,2,0,0.05,Red,Light Heavyweight,0,UFC Fight Night 4,Decision - Split,3,5:00,2006-04-06,"Las Vegas, Nevada, USA",23.0,72.0,46.0,95.0,9.0,11.0,19.0,67.0,4.0,5.0,0.0,0.0,17.0,58.0,5.0,10.0,1.0,4.0,18.0,72.0,59.0,113.0,0.0,1.0,8.0,54.0,9.0,17.0,1.0,1.0,14.0,65.0,4.0,7.0,0.0,0.0
Josh Neer,1,0,0,7.93,Joe Stevenson,0,3,0,2.73,Red,Welterweight,0,UFC Fight Night 4,Decision - Unanimous,3,5:00,2006-04-06,"Las Vegas, Nevada, USA",46.0,126.0,68.0,150.0,0.0,0.0,46.0,126.0,0.0,0.0,0.0,0.0,12.0,57.0,1.0,3.0,33.0,66.0,31.0,56.0,80.0,117.0,2.0,2.0,17.0,37.0,5.0,10.0,9.0,9.0,19.0,34.0,4.0,6.0,8.0,16.0
Chris Leben,0,0,0,9.55,Luigi Fioravanti,0,0,0,2.02,Red,Middleweight,0,UFC Fight Night 4,Decision - Unanimous,3,5:00,2006-04-06,"Las Vegas, Nevada, USA",36.0,90.0,200.0,259.0,5.0,7.0,26.0,68.0,8.0,18.0,2.0,4.0,4.0,17.0,20.0,51.0,12.0,22.0,20.0,39.0,41.0,60.0,0.0,5.0,9.0,27.0,3.0,4.0,8.0,8.0,5.0,11.0,15.0,28.0,0.0,0.0
Luke Cummo,0,3,0,4.08,Jason Von Flue,0,1,0,4.12,Red,Welterweight,0,UFC Fight Night 4,Decision - Unanimous,3,5:00,2006-04-06,"Las Vegas, Nevada, USA",43.0,108.0,97.0,165.0,3.0,4.0,18.0,73.0,13.0,23.0,12.0,12.0,22.0,69.0,13.0,25.0,8.0,14.0,17.0,57.0,29.0,69.0,2.0,9.0,9.0,46.0,5.0,8.0,3.0,3.0,10.0,43.0,7.0,12.0,0.0,2.0
Jon Fitch,1,1,0,5.2,Joshua Burkman,0,1,0,2.9,Red,Welterweight,0,UFC Fight Night 4,Submission,2,4:57,2006-04-06,"Las Vegas, Nevada, USA",25.0,50.0,122.0,149.0,3.0,4.0,18.0,41.0,4.0,6.0,3.0,3.0,7.0,14.0,9.0,18.0,9.0,18.0,20.0,35.0,20.0,35.0,1.0,3.0,3.0,17.0,0.0,0.0,17.0,18.0,4.0,16.0,16.0,19.0,0.0,0.0
Dan Christison,0,1,1,1.8,Brad Imes,0,0,1,3.63,Red,Heavyweight,0,UFC Fight Night 4,Submission,3,3:37,2006-04-06,"Las Vegas, Nevada, USA",73.0,148.0,91.0,167.0,0.0,0.0,39.0,110.0,10.0,12.0,24.0,26.0,56.0,117.0,16.0,28.0,1.0,3.0,58.0,157.0,80.0,183.0,2.0,2.0,48.0,143.0,8.0,12.0,2.0,2.0,31.0,97.0,16.0,36.0,11.0,24.0
Josh Koscheck,0,1,0,2.75,Ansar Chalangov,0,1,0,0.13,Red,Welterweight,0,UFC Fight Night 4,Submission,1,3:29,2006-04-06,"Las Vegas, Nevada, USA",2.0,11.0,6.0,15.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,2.0,3.0,2.0,4.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
Chael Sonnen,0,0,0,11.03,Trevor Prangley,0,2,0,1.17,Red,Middleweight,0,UFC Fight Night 4,Decision - Unanimous,3,5:00,2006-04-06,"Las Vegas, Nevada, USA",25.0,59.0,109.0,174.0,7.0,17.0,17.0,47.0,6.0,10.0,2.0,2.0,3.0,11.0,5.0,9.0,17.0,39.0,7.0,22.0,29.0,45.0,0.0,2.0,5.0,20.0,2.0,2.0,0.0,0.0,5.0,17.0,1.0,2.0,1.0,3.0
Rich Franklin,2,0,1,8.62,David Loiseau,1,0,0,0.25,Red,Middleweight,1,UFC 58: USA vs Canada,Decision - Unanimous,5,5:00,2006-03-04,"Las Vegas, Nevada, USA",127.0,244.0,211.0,339.0,5.0,6.0,82.0,190.0,42.0,51.0,3.0,3.0,74.0,172.0,32.0,46.0,21.0,26.0,21.0,72.0,26.0,78.0,1.0,1.0,11.0,57.0,10.0,15.0,0.0,0.0,17.0,63.0,4.0,9.0,0.0,0.0
Mike Swick,0,1,0,0.82,Steve Vigneault,0,0,0,0.22,Red,Middleweight,0,UFC 58: USA vs Canada,Submission,1,2:09,2006-03-04,"Las Vegas, Nevada, USA",13.0,22.0,13.0,22.0,0.0,0.0,4.0,12.0,0.0,0.0,9.0,10.0,4.0,12.0,9.0,10.0,0.0,0.0,6.0,13.0,8.0,15.0,0.0,1.0,1.0,7.0,1.0,2.0,4.0,4.0,1.0,7.0,5.0,6.0,0.0,0.0
Georges St-Pierre,0,0,0,7.42,BJ Penn,0,1,0,0.3,Red,Welterweight,0,UFC 58: USA vs Canada,Decision - Split,3,5:00,2006-03-04,"Las Vegas, Nevada, USA",59.0,135.0,135.0,212.0,4.0,5.0,38.0,102.0,7.0,10.0,14.0,23.0,46.0,108.0,7.0,18.0,6.0,9.0,37.0,85.0,101.0,156.0,1.0,1.0,28.0,76.0,8.0,8.0,1.0,1.0,28.0,71.0,9.0,14.0,0.0,0.0
Nate Marquardt,0,2,1,6.75,Joe Doerksen,1,0,0,1.6800000000000002,Red,Middleweight,0,UFC 58: USA vs Canada,Decision - Unanimous,3,5:00,2006-03-04,"Las Vegas, Nevada, USA",56.0,103.0,71.0,118.0,5.0,5.0,36.0,80.0,7.0,10.0,13.0,13.0,44.0,82.0,5.0,12.0,7.0,9.0,26.0,80.0,71.0,125.0,2.0,8.0,19.0,70.0,5.0,8.0,2.0,2.0,21.0,69.0,2.0,4.0,3.0,7.0
Mark Hominick,0,1,0,0.37,Yves Edwards,0,0,0,1.17,Red,Lightweight,0,UFC 58: USA vs Canada,Submission,2,1:52,2006-03-04,"Las Vegas, Nevada, USA",22.0,58.0,31.0,67.0,0.0,0.0,13.0,49.0,6.0,6.0,3.0,3.0,11.0,45.0,11.0,13.0,0.0,0.0,20.0,74.0,21.0,75.0,1.0,2.0,10.0,63.0,5.0,6.0,5.0,5.0,17.0,69.0,3.0,5.0,0.0,0.0
Sam Stout,0,0,0,1.0,Spencer Fisher,0,3,1,4.32,Red,Lightweight,0,UFC 58: USA vs Canada,Decision - Split,3,5:00,2006-03-04,"Las Vegas, Nevada, USA",62.0,183.0,76.0,199.0,0.0,0.0,38.0,152.0,15.0,22.0,9.0,9.0,40.0,148.0,19.0,29.0,3.0,6.0,53.0,148.0,77.0,172.0,4.0,9.0,31.0,116.0,15.0,24.0,7.0,8.0,36.0,116.0,12.0,18.0,5.0,14.0
Jason Lambert,1,1,0,1.0,Rob MacDonald,0,0,0,0.33,Red,Light Heavyweight,0,UFC 58: USA vs Canada,Submission,1,1:54,2006-03-04,"Las Vegas, Nevada, USA",7.0,16.0,13.0,24.0,1.0,2.0,5.0,14.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,7.0,1.0,2.0,3.0,9.0,3.0,9.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0,0.0
Tom Murphy,0,2,0,8.18,Icho Larenas,0,0,0,0.0,Red,Heavyweight,0,UFC 58: USA vs Canada,KO/TKO,3,1:59,2006-03-04,"Las Vegas, Nevada, USA",30.0,42.0,82.0,100.0,6.0,7.0,30.0,42.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,26.0,31.0,2.0,13.0,15.0,29.0,0.0,0.0,1.0,11.0,1.0,1.0,0.0,1.0,0.0,9.0,2.0,4.0,0.0,0.0
Chuck Liddell,1,0,0,0.0,Randy Couture,0,0,0,0.93,Red,Light Heavyweight,1,UFC 57: Liddell vs Couture 3,KO/TKO,2,1:28,2006-02-04,"Las Vegas, Nevada, USA",19.0,51.0,27.0,59.0,0.0,0.0,18.0,49.0,0.0,1.0,1.0,1.0,14.0,46.0,1.0,1.0,4.0,4.0,7.0,24.0,7.0,24.0,1.0,3.0,6.0,23.0,0.0,0.0,1.0,1.0,6.0,23.0,1.0,1.0,0.0,0.0
Brandon Vera,1,0,0,0.18,Justin Eilers,0,0,0,0.58,Red,Heavyweight,0,UFC 57: Liddell vs Couture 3,KO/TKO,1,1:25,2006-02-04,"Las Vegas, Nevada, USA",7.0,10.0,7.0,10.0,0.0,0.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,7.0,2.0,2.0,1.0,1.0,4.0,7.0,8.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,3.0,4.0,4.0,0.0,0.0
Marcio Cruz,0,0,0,3.62,Frank Mir,0,0,0,0.25,Red,Heavyweight,0,UFC 57: Liddell vs Couture 3,KO/TKO,1,4:10,2006-02-04,"Las Vegas, Nevada, USA",31.0,44.0,72.0,87.0,1.0,2.0,22.0,35.0,9.0,9.0,0.0,0.0,1.0,6.0,0.0,0.0,30.0,38.0,3.0,6.0,6.0,9.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0
Renato Sobral,0,1,1,1.6,Mike van Arsdale,0,0,0,0.23,Red,Light Heavyweight,0,UFC 57: Liddell vs Couture 3,Submission,1,2:21,2006-02-04,"Las Vegas, Nevada, USA",9.0,12.0,11.0,14.0,0.0,1.0,1.0,3.0,1.0,2.0,7.0,7.0,2.0,3.0,6.0,7.0,1.0,2.0,1.0,4.0,3.0,6.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
Joe Riggs,0,0,0,2.08,Nick Diaz,1,1,0,3.37,Red,Welterweight,0,UFC 57: Liddell vs Couture 3,Decision - Unanimous,3,5:00,2006-02-04,"Las Vegas, Nevada, USA",51.0,116.0,69.0,135.0,3.0,8.0,42.0,105.0,9.0,11.0,0.0,0.0,28.0,70.0,21.0,40.0,2.0,6.0,38.0,106.0,126.0,200.0,0.0,7.0,23.0,82.0,10.0,17.0,5.0,7.0,15.0,68.0,21.0,34.0,2.0,4.0
Alessio Sakara,0,0,0,12.35,Elvis Sinosic,0,0,0,0.2,Red,Light Heavyweight,0,UFC 57: Liddell vs Couture 3,Decision - Unanimous,3,5:00,2006-02-04,"Las Vegas, Nevada, USA",70.0,146.0,146.0,234.0,9.0,9.0,61.0,136.0,8.0,9.0,1.0,1.0,21.0,42.0,2.0,2.0,47.0,102.0,13.0,37.0,151.0,185.0,0.0,0.0,3.0,25.0,0.0,0.0,10.0,12.0,11.0,35.0,2.0,2.0,0.0,0.0
Paul Buentello,0,1,0,1.95,Gilbert Aldana,0,0,0,1.8,Red,Heavyweight,0,UFC 57: Liddell vs Couture 3,KO/TKO,2,2:27,2006-02-04,"Las Vegas, Nevada, USA",49.0,71.0,67.0,89.0,1.0,2.0,33.0,53.0,12.0,14.0,4.0,4.0,10.0,20.0,33.0,45.0,6.0,6.0,28.0,54.0,38.0,65.0,0.0,2.0,19.0,43.0,5.0,5.0,4.0,6.0,6.0,14.0,19.0,36.0,3.0,4.0
Jeff Monson,0,1,1,3.02,Branden Lee Hinkle,0,1,0,1.22,Red,Heavyweight,0,UFC 57: Liddell vs Couture 3,Submission,1,4:35,2006-02-04,"Las Vegas, Nevada, USA",10.0,11.0,28.0,31.0,1.0,3.0,3.0,4.0,6.0,6.0,1.0,1.0,0.0,0.0,3.0,4.0,7.0,7.0,5.0,8.0,10.0,13.0,0.0,0.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,3.0
Keith Jardine,0,0,0,0.0,Mike Whitehead,0,0,0,6.38,Red,Light Heavyweight,0,UFC 57: Liddell vs Couture 3,Decision - Unanimous,3,5:00,2006-02-04,"Las Vegas, Nevada, USA",44.0,131.0,90.0,177.0,0.0,0.0,35.0,120.0,2.0,3.0,7.0,8.0,38.0,115.0,6.0,16.0,0.0,0.0,27.0,73.0,37.0,83.0,5.0,12.0,15.0,58.0,8.0,9.0,4.0,6.0,22.0,63.0,3.0,7.0,2.0,3.0
Tim Sylvia,0,0,0,3.2800000000000002,Assuerio Silva,0,0,0,1.13,Red,Heavyweight,0,UFC Fight Night 3,Decision - Unanimous,3,5:00,2006-01-16,"Las Vegas, Nevada, USA",85.0,224.0,137.0,276.0,0.0,0.0,51.0,185.0,21.0,24.0,13.0,15.0,69.0,202.0,14.0,20.0,2.0,2.0,36.0,79.0,43.0,86.0,0.0,5.0,9.0,39.0,16.0,24.0,11.0,16.0,32.0,73.0,4.0,6.0,0.0,0.0
Stephan Bonnar,0,2,0,4.05,James Irvin,0,0,0,0.0,Red,Light Heavyweight,0,UFC Fight Night 3,Submission,1,4:30,2006-01-16,"Las Vegas, Nevada, USA",2.0,5.0,22.0,25.0,2.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,6.0,8.0,9.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0
Joshua Burkman,0,1,0,0.45,Drew Fickett,0,0,0,0.12,Red,Welterweight,0,UFC Fight Night 3,Submission,1,1:07,2006-01-16,"Las Vegas, Nevada, USA",7.0,9.0,8.0,10.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,6.0,3.0,5.0,4.0,4.0,0.0,0.0,2.0,8.0,2.0,8.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0
Chris Leben,1,0,0,0.72,Jorge Rivera,0,0,0,0.45,Red,Middleweight,0,UFC Fight Night 3,KO/TKO,1,1:44,2006-01-16,"Las Vegas, Nevada, USA",10.0,17.0,16.0,23.0,1.0,1.0,6.0,11.0,4.0,6.0,0.0,0.0,0.0,5.0,5.0,7.0,5.0,5.0,5.0,10.0,6.0,11.0,0.0,0.0,3.0,8.0,2.0,2.0,0.0,0.0,2.0,6.0,3.0,4.0,0.0,0.0
Josh Neer,0,2,0,0.85,Melvin Guillard,0,0,0,1.72,Red,Welterweight,0,UFC Fight Night 3,Submission,1,4:20,2006-01-16,"Las Vegas, Nevada, USA",3.0,9.0,8.0,14.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,1.0,2.0,11.0,51.0,12.0,53.0,2.0,2.0,5.0,41.0,1.0,5.0,5.0,5.0,6.0,32.0,1.0,3.0,4.0,16.0
Duane Ludwig,1,0,0,0.02,Jonathan Goulet,0,0,0,0.0,Red,Welterweight,0,UFC Fight Night 3,KO/TKO,1,0:06,2006-01-16,"Las Vegas, Nevada, USA",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
